benchmark,workload_type,variant,knob,level,apply_controls,runtime_slack,n,run_tags,median_runtime_s,median_energy_j,mean_runtime_s,mean_energy_j,std_runtime_s,std_energy_j,baseline_runtime_s,baseline_energy_j,runtime_change_pct,energy_change_pct,energy_savings_pct,effectiveness
babelstream,gpu_memory,all_tiles_15s,GPU_POWER_TIME_WINDOW_CONTROL,rb_double,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.589607650000001,34191.834167082285,11.6028299525,34176.14300559368,0.13610220431285663,405.72748439382366,11.589400905000002,34156.6065972504,0.0017839144723197364,0.10313544974551725,-0.10313544974551725,runtime_ok_no_energy_win
babelstream,gpu_memory,all_tiles_15s,BOARD_POWER_LIMIT_CONTROL,lit_3500W,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.72805701,28700.17654559172,11.741113833833333,28693.74625662777,0.11901459557926082,474.0936706205715,11.5620011,34361.39911054362,1.4362211918488743,-16.475529843063885,16.475529843063885,useful
babelstream,gpu_memory,all_tiles_15s,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_0GHz,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.585225495,33573.12716588468,11.588919101333333,33595.4998675708,0.11998644792291528,321.4944070765282,11.61573725,34193.17300432829,-0.2626760087914404,-1.8133615103960055,1.8133615103960055,useful
babelstream,gpu_memory,all_tiles_15s,CPU_POWER_LIMIT_CONTROL,tdp_60,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.5765008,33061.095123347695,11.583667511666667,32465.704780004246,0.14046841723500755,1506.6890655867212,11.585886290000001,34170.1045526729,-0.08100795886545331,-3.245554685428831,3.245554685428831,useful
babelstream,gpu_memory,all_tiles_15s,CPU_FREQUENCY_MAX_CONTROL,lit_2_0GHz,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.59936246,30440.678651160517,11.601810643499999,30411.799609514783,0.11364424585561317,312.3597768853683,11.583231125000001,34265.865265959845,0.13926455257533554,-11.163257034689034,11.163257034689034,useful
babelstream,gpu_memory,all_tiles_15s,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_4GHz,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.594486595,34103.4091487667,11.600493536166665,34086.524873030845,0.11525849682967909,290.131994625194,11.5971622,34121.81655920492,-0.023071204436553305,-0.05394616199954072,0.05394616199954072,useful
babelstream,gpu_memory,all_tiles_15s,CPU_FREQUENCY_MAX_CONTROL,lit_3_0GHz,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.621489,33305.98004046317,11.6167676115,33352.459278072805,0.12418948430828233,318.6391762196625,11.583231125000001,34265.865265959845,0.3302867273141663,-2.801286989388352,2.801286989388352,useful
babelstream,gpu_memory,all_tiles_15s,DRAM_POWER_LIMIT_CONTROL,rb_60,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.593841565,34271.01422095136,11.6071775705,34239.778023304985,0.11996389236164513,338.73328883837894,11.586369625,34280.057799799135,0.06448905258362725,-0.026381457407664843,0.026381457407664843,useful
babelstream,gpu_memory,all_tiles_15s,BOARD_POWER_LIMIT_CONTROL,lit_3000W,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,16.313217870000003,24842.763763197934,16.3127568415,24837.68755506216,0.22326995088666818,575.9167275167252,11.5620011,34361.39911054362,41.09337759879648,-27.701536007667805,27.701536007667805,too_slow
babelstream,gpu_memory,all_tiles_15s,GPU_POWER_TIME_WINDOW_CONTROL,rb_half,True,0.05,60,8510137_n060;8510137_n061;8510137_n062;8510137_n063;8510137_n064;8510137_n065;8510137_n066;8510137_n067;8510137_n068;8510137_n069;8510137_n070;8510137_n071;8510137_n072;8510137_n073;8510137_n074;8510137_n075;8510137_n076;8510137_n077;8510137_n078;8510137_n079;8510226_n060;8510226_n061;8510226_n062;8510226_n063;8510226_n064;8510226_n065;8510226_n066;8510226_n067;8510226_n068;8510226_n069;8510226_n070;8510226_n071;8510226_n072;8510226_n073;8510226_n074;8510226_n075;8510226_n076;8510226_n077;8510226_n078;8510226_n079;8510276_n060;8510276_n061;8510276_n062;8510276_n063;8510276_n064;8510276_n065;8510276_n066;8510276_n067;8510276_n068;8510276_n069;8510276_n070;8510276_n071;8510276_n072;8510276_n073;8510276_n074;8510276_n075;8510276_n076;8510276_n077;8510276_n078;8510276_n079,11.60499191,34171.248290909425,11.616857315,34203.111327036444,0.1082535596361689,344.65834131281497,11.589400905000002,34156.6065972504,0.1345281359045325,0.04286635915466963,-0.04286635915466963,runtime_ok_no_energy_win
