benchmark,control,n_levels,baseline_runtime_s,baseline_board_J,verdict,best_dE_pct,worst_dt_pct,curve_pairs
gpu-bursty-idle,BOARD_POWER_TIME_WINDOW_CONTROL,2,15.01798937,39838.0,NEGLIGIBLE,0.13805913951503435,0.00010873626021812299,rb_half:dE=0.2%/dt=+0.0% | rb_double:dE=0.1%/dt=-0.0%
gpu-bursty-idle,CPU_FREQUENCY_MAX_CONTROL,7,15.017959805,39927.5,USEFUL_THRESHOLD,-36.45231982969131,0.2364317487930645,lit_1_0GHz:dE=-36.5%/dt=+0.2% | lit_1_2GHz:dE=-30.3%/dt=+0.2% | lit_1_6GHz:dE=-22.2%/dt=+0.2% | lit_2_0GHz:dE=-9.2%/dt=+0.0% | lit_2_5GHz:dE=-5.0%/dt=+0.0% | lit_3_0GHz:dE=-2.2%/dt=+0.0% | lit_3_5GHz:dE=-0.1%/dt=+0.0%
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,8,15.01797973,39944.0,USEFUL_LINEAR,-11.68135389545364,0.09227542751515383,tdp_100:dE=-0.1%/dt=-0.0% | tdp_90:dE=-0.1%/dt=-0.0% | tdp_80:dE=-0.1%/dt=+0.0% | tdp_70:dE=-0.8%/dt=+0.0% | tdp_60:dE=-3.4%/dt=+0.0% | tdp_50:dE=-11.7%/dt=+0.0% | tdp_40:dE=?/dt=+0.1% | tdp_30:dE=?/dt=+0.1%
gpu-bursty-idle,CPU_POWER_TIME_WINDOW_CONTROL,2,15.01802577,39873.5,NEGLIGIBLE,-0.06896811165310046,-0.00014532535989042472,rb_half:dE=-0.1%/dt=-0.0% | rb_double:dE=0.1%/dt=-0.0%
gpu-bursty-idle,CPU_UNCORE_FREQUENCY_MAX_CONTROL,5,15.018090765,39836.0,USEFUL_THRESHOLD,-7.095340897680491,0.01081965094915649,lit_0_8GHz:dE=-7.1%/dt=+0.0% | lit_1_2GHz:dE=-5.4%/dt=+0.0% | lit_1_6GHz:dE=-3.7%/dt=+0.0% | lit_2_0GHz:dE=-1.7%/dt=+0.0% | lit_2_3GHz:dE=-0.0%/dt=-0.0%
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,8,15.017919345,39933.5,NEGLIGIBLE,-0.0863936294088874,0.0008109645364573481,rb_100:dE=0.0%/dt=+0.0% | rb_90:dE=-0.0%/dt=+0.0% | rb_80:dE=0.0%/dt=+0.0% | rb_70:dE=-0.0%/dt=+0.0% | rb_60:dE=0.0%/dt=+0.0% | rb_50:dE=0.0%/dt=+0.0% | rb_40:dE=0.1%/dt=+0.0% | rb_30:dE=-0.1%/dt=+0.0%
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,7,15.01795345,39834.0,USEFUL_THRESHOLD,-28.49324697494603,0.09523744395412148,lit_0_4GHz:dE=-28.5%/dt=+0.1% | lit_0_6GHz:dE=-28.2%/dt=+0.1% | lit_0_8GHz:dE=-27.0%/dt=+0.0% | lit_1_0GHz:dE=-25.9%/dt=+0.0% | lit_1_2GHz:dE=-24.4%/dt=+0.0% | lit_1_4GHz:dE=-22.4%/dt=+0.0% | lit_1_6GHz:dE=-19.5%/dt=+0.0%
gpu-bursty-idle,GPU_POWER_TIME_WINDOW_CONTROL,2,15.018058175,39848.0,NEGLIGIBLE,0.032623971090139925,-0.00021933594620549002,rb_half:dE=0.0%/dt=-0.0% | rb_double:dE=0.1%/dt=-0.0%
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,7,15.017978105000001,39802.5,USEFUL_LINEAR,-18.187299792726584,0.011581286028250481,lit_0_0:dE=0.1%/dt=-0.0% | lit_0_2:dE=0.2%/dt=+0.0% | lit_0_4:dE=0.0%/dt=+0.0% | lit_0_5:dE=0.0%/dt=+0.0% | lit_0_6:dE=-3.1%/dt=+0.0% | lit_0_8:dE=-9.7%/dt=+0.0% | lit_1_0:dE=-18.2%/dt=+0.0%
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,8,7.5084,13889.5,USEFUL_LINEAR,-24.860506137729942,0.08110915774333094,lit_5500W:dE=-1.1%/dt=-0.0% | lit_5000W:dE=-0.8%/dt=+0.0% | lit_4500W:dE=-1.2%/dt=-0.0% | lit_4000W:dE=-1.1%/dt=-0.0% | lit_3500W:dE=-0.8%/dt=-0.0% | lit_3000W:dE=-1.2%/dt=-0.0% | lit_2500W:dE=-1.0%/dt=-0.0% | lit_2000W:dE=-24.9%/dt=+0.1%
mpi-idle-wait,BOARD_POWER_TIME_WINDOW_CONTROL,2,7.50836,13891.0,NEGLIGIBLE,-0.18357209704125133,0.000266369753187945,rb_half:dE=-0.2%/dt=-0.0% | rb_double:dE=-0.2%/dt=+0.0%
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,7,7.508414999999999,13768.5,USEFUL_THRESHOLD,-64.01931946108871,0.24565770538789167,lit_1_0GHz:dE=-64.0%/dt=+0.2% | lit_1_2GHz:dE=-51.7%/dt=+0.2% | lit_1_6GHz:dE=-35.6%/dt=+0.1% | lit_2_0GHz:dE=-17.1%/dt=-0.0% | lit_2_5GHz:dE=-8.7%/dt=+0.0% | lit_3_0GHz:dE=-4.0%/dt=+0.0% | lit_3_5GHz:dE=0.2%/dt=-0.0%
