benchmark,knob,level,scaling_n,prod_n,scaling_dE_pct,prod_dE_pct,delta_dE_pct,scaling_dt_pct,prod_dt_pct,delta_dt_pct
gpu-bursty-idle,CPU_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,-9.2,-3.9,+5.3,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_FREQUENCY_MAX_CONTROL,lit_2_5GHz,60,50,-5.0,-2.1,+2.9,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_FREQUENCY_MAX_CONTROL,lit_3_0GHz,60,50,-2.1,-0.9,+1.3,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_FREQUENCY_MAX_CONTROL,lit_3_5GHz,60,50,-0.0,-0.0,+0.0,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_100,60,50,-0.1,+0.0,+0.1,-0.0,+0.0,+0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_30,60,50,-100.0,-56.2,+43.8,+0.1,+0.1,-0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_40,60,50,-100.0,-56.9,+43.1,+0.1,+0.1,-0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_50,60,50,-11.9,-9.3,+2.5,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_60,60,50,-3.9,-3.6,+0.3,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_70,60,50,-0.9,-0.7,+0.2,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_80,60,50,+0.0,+0.0,+0.0,+0.0,+0.0,-0.0
gpu-bursty-idle,CPU_POWER_LIMIT_CONTROL,tdp_90,60,50,-0.0,+0.0,+0.0,-0.0,+0.0,+0.0
gpu-bursty-idle,CPU_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,+0.1,+0.1,-0.0,-0.0,+0.0,+0.0
gpu-bursty-idle,CPU_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,+0.0,+0.1,+0.1,-0.0,+0.0,+0.0
gpu-bursty-idle,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_0_8GHz,60,50,-7.6,-6.7,+0.9,+0.0,+0.0,+0.0
gpu-bursty-idle,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,-5.7,-5.2,+0.5,+0.0,+0.0,+0.0
gpu-bursty-idle,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,-4.1,-3.7,+0.4,+0.0,+0.0,+0.0
gpu-bursty-idle,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,-1.8,-1.8,+0.0,+0.0,+0.0,+0.0
gpu-bursty-idle,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_3GHz,60,50,-0.0,-0.1,-0.1,-0.0,-0.0,+0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_100,60,50,-0.0,+0.1,+0.1,+0.0,+0.0,+0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_30,60,50,-0.0,+0.1,+0.1,+0.0,+0.0,-0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_40,60,50,-0.0,+0.1,+0.1,+0.0,+0.0,-0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_50,60,50,-0.0,+0.1,+0.1,+0.0,+0.0,-0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_60,60,50,-0.0,+0.1,+0.2,+0.0,+0.0,-0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_70,60,50,-0.0,+0.0,+0.1,+0.0,+0.0,-0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_80,60,50,-0.1,+0.0,+0.1,+0.0,+0.0,-0.0
gpu-bursty-idle,DRAM_POWER_LIMIT_CONTROL,rb_90,60,50,-0.1,+0.1,+0.2,+0.0,+0.0,-0.0
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_4GHz,60,50,-29.6,-32.1,-2.5,+0.1,+0.1,+0.0
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_6GHz,60,50,-29.1,-31.8,-2.7,+0.1,+0.1,+0.0
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_8GHz,60,50,-28.3,-31.1,-2.7,+0.0,+0.1,+0.0
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_0GHz,60,50,-27.0,-30.4,-3.4,+0.0,+0.1,+0.0
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,-25.9,-30.0,-4.2,+0.0,+0.1,+0.0
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_4GHz,60,50,-23.2,-29.3,-6.1,+0.0,+0.0,+0.0
gpu-bursty-idle,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,-20.4,-28.3,-7.9,+0.0,+0.1,+0.0
gpu-bursty-idle,GPU_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,-0.0,+0.0,+0.1,-0.0,+0.0,+0.0
gpu-bursty-idle,GPU_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,-0.0,+0.0,+0.0,-0.0,+0.0,+0.0
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_0,60,50,+0.1,-0.1,-0.2,-0.0,+0.0,+0.0
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_2,60,50,+0.2,-0.1,-0.2,+0.0,+0.0,-0.0
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_4,60,50,+0.1,+0.1,-0.0,+0.0,+0.0,-0.0
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_5,60,50,+0.1,-0.0,-0.1,+0.0,-0.0,-0.0
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_6,60,50,-3.2,-3.2,-0.1,+0.0,+0.0,+0.0
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_8,60,50,-10.1,-10.1,-0.0,+0.0,+0.0,-0.0
gpu-bursty-idle,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_1_0,60,50,-19.1,-19.3,-0.1,+0.0,+0.0,-0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_2000W,60,50,-33.5,-20.8,+12.7,+0.1,+0.1,+0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_2500W,60,50,-1.2,-1.1,+0.1,-0.0,-0.0,-0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_3000W,60,50,-1.0,-0.7,+0.3,-0.0,+0.0,+0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_3500W,60,50,-1.0,-1.0,+0.0,-0.0,+0.0,+0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_4000W,60,50,-1.1,-0.9,+0.1,-0.0,+0.0,+0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_4500W,60,50,-1.1,-0.8,+0.4,-0.0,+0.0,+0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_5000W,60,50,-0.8,-0.9,-0.0,+0.0,-0.0,-0.0
mpi-idle-wait,BOARD_POWER_LIMIT_CONTROL,lit_5500W,60,50,-1.0,-0.9,+0.1,-0.0,-0.0,-0.0
mpi-idle-wait,BOARD_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,-0.0,+0.4,+0.4,+0.0,-0.0,-0.0
mpi-idle-wait,BOARD_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,-0.2,+0.4,+0.6,-0.0,-0.0,-0.0
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,lit_1_0GHz,60,50,-64.4,-23.8,+40.5,+0.2,+0.2,+0.0
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,-52.0,-20.2,+31.8,+0.2,+0.2,-0.0
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,-36.4,-15.8,+20.5,+0.1,+0.1,+0.0
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,-17.2,-5.9,+11.3,-0.0,+0.0,+0.0
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,lit_2_5GHz,60,50,-9.0,-3.4,+5.6,+0.0,+0.0,-0.0
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,lit_3_0GHz,60,50,-4.1,-1.7,+2.4,+0.0,+0.0,-0.0
mpi-idle-wait,CPU_FREQUENCY_MAX_CONTROL,lit_3_5GHz,60,50,+0.1,-0.3,-0.4,-0.0,+0.0,+0.0
mpi-idle-wait,CPU_POWER_LIMIT_CONTROL,tdp_100,60,50,-0.1,-0.8,-0.8,-0.0,+0.0,+0.0
mpi-idle-wait,CPU_POWER_LIMIT_CONTROL,tdp_50,60,50,-16.4,-10.5,+5.9,+0.2,+0.2,-0.1
mpi-idle-wait,CPU_POWER_LIMIT_CONTROL,tdp_60,60,50,-4.8,-5.1,-0.3,+0.1,+0.0,-0.0
mpi-idle-wait,CPU_POWER_LIMIT_CONTROL,tdp_70,60,50,-1.4,-2.2,-0.8,+0.0,+0.0,-0.0
mpi-idle-wait,CPU_POWER_LIMIT_CONTROL,tdp_80,60,50,-0.0,-0.7,-0.7,+0.0,-0.0,-0.0
mpi-idle-wait,CPU_POWER_LIMIT_CONTROL,tdp_90,60,50,+0.0,-0.8,-0.8,-0.0,+0.0,+0.0
mpi-idle-wait,CPU_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,-0.0,+0.5,+0.5,-0.0,+0.0,+0.0
mpi-idle-wait,CPU_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,-0.1,+0.4,+0.6,-0.0,+0.0,+0.0
mpi-idle-wait,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_0_8GHz,60,50,-9.0,-6.7,+2.3,+0.0,+0.0,-0.0
mpi-idle-wait,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,-6.2,-5.0,+1.2,+0.0,+0.0,-0.0
mpi-idle-wait,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,-4.3,-3.8,+0.5,+0.0,+0.0,+0.0
mpi-idle-wait,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,-2.0,-1.9,+0.2,-0.0,+0.0,+0.0
mpi-idle-wait,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_3GHz,60,50,+0.3,+0.3,+0.0,-0.0,+0.0,+0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_100,60,50,+0.0,-0.7,-0.7,+0.0,-0.0,-0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_30,60,50,+0.1,-0.7,-0.8,+0.0,-0.0,-0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_40,60,50,-0.0,-0.6,-0.6,+0.0,-0.0,-0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_50,60,50,+0.1,-0.9,-1.0,+0.0,+0.0,-0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_60,60,50,-0.4,-1.0,-0.6,+0.0,+0.0,-0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_70,60,50,-0.1,-1.0,-0.9,+0.0,-0.0,-0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_80,60,50,+0.0,-0.8,-0.9,+0.0,+0.0,-0.0
mpi-idle-wait,DRAM_POWER_LIMIT_CONTROL,rb_90,60,50,+0.0,-1.0,-1.0,+0.0,-0.0,-0.0
mpi-idle-wait,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_4GHz,60,50,-11.9,-13.4,-1.4,-0.0,+0.0,+0.0
mpi-idle-wait,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_6GHz,60,50,-11.6,-13.2,-1.7,-0.0,+0.0,+0.0
mpi-idle-wait,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_8GHz,60,50,-11.5,-12.8,-1.3,-0.0,-0.0,-0.0
mpi-idle-wait,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_0GHz,60,50,-11.0,-12.4,-1.4,-0.0,-0.0,-0.0
mpi-idle-wait,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,-10.1,-11.6,-1.5,-0.0,-0.0,-0.0
mpi-idle-wait,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_4GHz,60,50,-9.6,-10.8,-1.2,-0.0,+0.0,+0.0
mpi-idle-wait,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,-11.7,-14.1,-2.4,-0.0,-0.0,-0.0
mpi-idle-wait,GPU_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,+0.1,+0.4,+0.3,-0.0,-0.0,-0.0
mpi-idle-wait,GPU_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,+0.1,+0.6,+0.4,-0.0,+0.0,+0.0
mpi-idle-wait,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_0,60,50,+0.0,+0.3,+0.3,+0.0,+0.0,-0.0
mpi-idle-wait,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_2,60,50,+0.0,+0.3,+0.3,+0.0,+0.0,-0.0
mpi-idle-wait,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_4,60,50,-0.0,+0.2,+0.3,+0.0,+0.0,-0.0
mpi-idle-wait,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_5,60,50,+0.2,+0.3,+0.1,+0.0,-0.0,-0.0
mpi-idle-wait,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_6,60,50,-2.0,-1.7,+0.3,+0.0,-0.0,-0.0
mpi-idle-wait,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_8,60,50,-7.5,-7.1,+0.4,+0.0,+0.0,-0.0
mpi-idle-wait,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_1_0,60,50,-13.7,-13.6,+0.1,+0.0,-0.0,-0.0
osu,BOARD_POWER_LIMIT_CONTROL,lit_2000W,60,50,+56.9,+63.3,+6.4,+81.2,+98.9,+17.7
osu,BOARD_POWER_LIMIT_CONTROL,lit_2500W,60,50,-0.5,-1.4,-0.9,-0.1,-0.0,+0.1
osu,BOARD_POWER_LIMIT_CONTROL,lit_3000W,60,50,-1.0,-1.0,+0.0,-0.3,+0.1,+0.4
osu,BOARD_POWER_LIMIT_CONTROL,lit_3500W,60,50,-0.6,-1.4,-0.8,-0.0,-0.3,-0.3
osu,BOARD_POWER_LIMIT_CONTROL,lit_4000W,60,50,-0.6,-1.1,-0.5,-0.1,-0.0,+0.1
osu,BOARD_POWER_LIMIT_CONTROL,lit_4500W,60,50,-0.6,-1.3,-0.8,-0.2,-0.1,+0.1
osu,BOARD_POWER_LIMIT_CONTROL,lit_5000W,60,50,-0.6,-1.1,-0.4,+0.0,+0.1,+0.1
osu,BOARD_POWER_LIMIT_CONTROL,lit_5500W,60,50,-0.9,-1.1,-0.2,-0.2,+0.1,+0.3
osu,BOARD_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,-0.1,+0.1,+0.2,+0.0,+0.2,+0.1
osu,BOARD_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,-0.4,-0.2,+0.3,-0.2,-0.1,+0.1
osu,CPU_FREQUENCY_MAX_CONTROL,lit_1_0GHz,60,50,+174.8,+174.7,-0.1,+207.6,+206.8,-0.8
osu,CPU_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,+146.0,+144.1,-1.8,+172.2,+171.1,-1.1
osu,CPU_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,+109.1,+106.1,-3.0,+127.7,+126.8,-0.8
osu,CPU_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,+37.1,+38.4,+1.2,+42.7,+42.1,-0.5
osu,CPU_FREQUENCY_MAX_CONTROL,lit_2_5GHz,60,50,+17.5,+18.2,+0.7,+20.9,+20.3,-0.5
osu,CPU_FREQUENCY_MAX_CONTROL,lit_3_0GHz,60,50,+7.3,+7.4,+0.1,+8.8,+8.9,+0.0
osu,CPU_FREQUENCY_MAX_CONTROL,lit_3_5GHz,60,50,-0.4,-0.5,-0.1,+0.0,-0.1,-0.1
osu,CPU_POWER_LIMIT_CONTROL,tdp_100,60,50,-0.2,-1.3,-1.1,-0.1,-0.3,-0.2
osu,CPU_POWER_LIMIT_CONTROL,tdp_30,60,50,+776.7,+789.7,+13.0,+918.4,+914.3,-4.0
osu,CPU_POWER_LIMIT_CONTROL,tdp_40,60,50,+776.6,+791.4,+14.7,+919.2,+915.2,-4.0
osu,CPU_POWER_LIMIT_CONTROL,tdp_50,60,50,+254.6,+208.3,-46.3,+251.0,+231.1,-19.9
osu,CPU_POWER_LIMIT_CONTROL,tdp_60,60,50,+76.4,+63.5,-12.9,+72.8,+70.9,-2.0
osu,CPU_POWER_LIMIT_CONTROL,tdp_70,60,50,+29.3,+22.7,-6.6,+27.9,+26.3,-1.6
osu,CPU_POWER_LIMIT_CONTROL,tdp_80,60,50,+9.0,+6.3,-2.7,+8.5,+8.2,-0.3
osu,CPU_POWER_LIMIT_CONTROL,tdp_90,60,50,+0.1,-1.3,-1.4,+0.0,-0.0,-0.0
osu,CPU_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,+0.2,-0.1,-0.3,+0.1,-0.0,-0.1
osu,CPU_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,+0.2,-0.4,-0.6,+0.4,-0.2,-0.6
osu,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_0_8GHz,60,50,+63.4,+56.9,-6.5,+66.3,+67.0,+0.7
osu,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,+26.4,+23.0,-3.4,+29.7,+30.2,+0.5
osu,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,+10.8,+9.2,-1.6,+14.0,+13.7,-0.3
osu,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,+3.2,+2.3,-0.9,+4.5,+4.6,+0.1
osu,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_3GHz,60,50,+0.0,-0.1,-0.1,-0.3,-0.0,+0.3
osu,DRAM_POWER_LIMIT_CONTROL,rb_100,60,50,-0.3,-1.2,-0.9,-0.1,-0.0,+0.1
osu,DRAM_POWER_LIMIT_CONTROL,rb_30,60,50,+0.2,-0.7,-1.0,+0.0,+0.1,+0.1
osu,DRAM_POWER_LIMIT_CONTROL,rb_40,60,50,+0.1,-0.8,-0.9,+0.2,-0.1,-0.3
osu,DRAM_POWER_LIMIT_CONTROL,rb_50,60,50,+0.0,-1.0,-1.0,-0.0,-0.0,-0.0
osu,DRAM_POWER_LIMIT_CONTROL,rb_60,60,50,-0.0,-1.2,-1.2,-0.1,-0.2,-0.1
osu,DRAM_POWER_LIMIT_CONTROL,rb_70,60,50,-0.2,-1.1,-0.9,+0.1,-0.1,-0.2
osu,DRAM_POWER_LIMIT_CONTROL,rb_80,60,50,-0.4,-1.0,-0.7,-0.0,-0.0,+0.0
osu,DRAM_POWER_LIMIT_CONTROL,rb_90,60,50,-0.2,-1.1,-0.9,+0.0,+0.0,-0.0
osu,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_4GHz,60,50,-11.4,-15.0,-3.6,+0.0,-0.2,-0.2
osu,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_6GHz,60,50,-11.6,-14.1,-2.4,+0.1,+0.0,-0.0
osu,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_8GHz,60,50,-10.6,-14.0,-3.4,+0.1,-0.0,-0.1
osu,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_0GHz,60,50,-10.0,-13.4,-3.4,+0.2,+0.1,-0.1
osu,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,-9.6,-12.6,-2.9,+0.0,-0.2,-0.2
osu,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_4GHz,60,50,-8.9,-11.6,-2.7,+0.2,-0.0,-0.2
osu,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,-10.3,-15.1,-4.8,+0.1,+0.1,+0.1
osu,GPU_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,-0.3,-0.1,+0.2,-0.3,+0.1,+0.4
osu,GPU_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,+0.1,-0.3,-0.5,-0.0,-0.3,-0.3
osu,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_0,60,50,+0.3,-0.1,-0.5,+0.1,+0.1,-0.0
osu,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_2,60,50,+0.3,+0.0,-0.2,+0.1,-0.1,-0.3
osu,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_4,60,50,+0.1,-0.0,-0.1,-0.1,-0.1,+0.0
osu,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_5,60,50,+0.5,+0.1,-0.4,+0.2,-0.2,-0.4
osu,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_6,60,50,-1.7,-1.9,-0.2,+0.1,-0.0,-0.1
osu,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_0_8,60,50,-7.0,-7.3,-0.3,+0.0,-0.0,-0.1
osu,LEVELZERO::GPU_CORE_PERFORMANCE_FACTOR_CONTROL,lit_1_0,60,50,-13.2,-13.5,-0.3,+0.1,-0.0,-0.1
stream,BOARD_POWER_LIMIT_CONTROL,lit_2000W,60,8,-81.2,-69.4,+11.8,+11.5,+9.2,-2.2
stream,BOARD_POWER_LIMIT_CONTROL,lit_2500W,60,50,-10.3,-8.2,+2.1,+0.3,+0.1,-0.2
stream,BOARD_POWER_LIMIT_CONTROL,lit_3000W,60,50,-2.6,-0.1,+2.5,+0.3,-0.1,-0.4
stream,BOARD_POWER_LIMIT_CONTROL,lit_3500W,60,50,-3.8,+1.1,+4.9,+0.3,+0.0,-0.2
stream,BOARD_POWER_LIMIT_CONTROL,lit_4000W,60,50,-3.6,+0.7,+4.3,+0.2,-0.0,-0.2
stream,BOARD_POWER_LIMIT_CONTROL,lit_4500W,60,50,-3.3,+0.7,+4.0,+0.2,+0.0,-0.2
stream,BOARD_POWER_LIMIT_CONTROL,lit_5000W,60,50,-2.3,+2.4,+4.7,+0.3,+0.1,-0.2
stream,BOARD_POWER_LIMIT_CONTROL,lit_5500W,60,50,-2.2,+1.7,+3.9,+0.3,+0.0,-0.3
stream,BOARD_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,+1.2,-0.4,-1.6,+0.1,-0.0,-0.1
stream,BOARD_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,+0.1,-1.3,-1.4,+0.0,+0.0,+0.0
stream,CPU_FREQUENCY_MAX_CONTROL,lit_1_0GHz,60,50,-68.3,-67.8,+0.5,+0.3,+0.4,+0.1
stream,CPU_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,-45.3,-46.0,-0.8,+0.0,-0.1,-0.1
stream,CPU_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,-16.7,-17.2,-0.5,-0.3,-0.2,+0.1
stream,CPU_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,-2.3,-1.8,+0.4,-0.0,+0.2,+0.2
stream,CPU_FREQUENCY_MAX_CONTROL,lit_2_5GHz,60,50,+0.8,+1.3,+0.5,-0.1,-0.1,-0.0
stream,CPU_FREQUENCY_MAX_CONTROL,lit_3_0GHz,60,50,+0.6,+1.8,+1.2,-0.1,-0.0,+0.1
stream,CPU_FREQUENCY_MAX_CONTROL,lit_3_5GHz,60,50,+0.7,+1.8,+1.1,-0.1,+0.2,+0.3
stream,CPU_POWER_LIMIT_CONTROL,tdp_100,60,50,+0.0,+1.1,+1.1,+0.1,-0.0,-0.1
stream,CPU_POWER_LIMIT_CONTROL,tdp_60,60,1,-100.0,-80.5,+19.5,+73.5,+83.2,+9.7
stream,CPU_POWER_LIMIT_CONTROL,tdp_70,60,44,-86.8,-84.8,+2.0,+24.1,+22.1,-2.0
stream,CPU_POWER_LIMIT_CONTROL,tdp_80,60,50,-26.7,-28.8,-2.1,+10.7,+9.4,-1.3
stream,CPU_POWER_LIMIT_CONTROL,tdp_90,60,50,-7.5,-4.3,+3.2,+4.6,+4.0,-0.6
stream,CPU_POWER_TIME_WINDOW_CONTROL,rb_double,60,50,+0.9,+0.3,-0.6,+0.0,-0.0,-0.0
stream,CPU_POWER_TIME_WINDOW_CONTROL,rb_half,60,50,-0.1,-0.8,-0.6,+0.0,+0.1,+0.1
stream,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_0_8GHz,60,50,+116.8,+116.0,-0.9,+57.2,+56.9,-0.4
stream,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_2GHz,60,50,+36.8,+35.7,-1.1,+12.0,+11.5,-0.5
stream,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_1_6GHz,60,50,+16.6,+15.3,-1.3,+1.4,+1.3,-0.1
stream,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_0GHz,60,50,+5.5,+5.2,-0.3,-0.6,-0.5,+0.1
stream,CPU_UNCORE_FREQUENCY_MAX_CONTROL,lit_2_3GHz,60,50,-0.6,+0.7,+1.3,+0.0,+0.1,+0.1
stream,DRAM_POWER_LIMIT_CONTROL,rb_100,60,50,-1.8,+1.3,+3.1,-0.3,+0.1,+0.3
stream,DRAM_POWER_LIMIT_CONTROL,rb_30,60,50,-1.4,+0.6,+2.0,-0.3,+0.1,+0.3
stream,DRAM_POWER_LIMIT_CONTROL,rb_40,60,50,-3.0,-0.4,+2.6,-0.1,+0.0,+0.1
stream,DRAM_POWER_LIMIT_CONTROL,rb_50,60,50,-1.5,+1.3,+2.8,-0.1,+0.2,+0.3
stream,DRAM_POWER_LIMIT_CONTROL,rb_60,60,50,-1.4,+2.4,+3.9,-0.1,+0.1,+0.3
stream,DRAM_POWER_LIMIT_CONTROL,rb_70,60,50,-0.9,+0.7,+1.6,-0.2,+0.1,+0.4
stream,DRAM_POWER_LIMIT_CONTROL,rb_80,60,50,-2.3,+1.8,+4.1,-0.1,+0.1,+0.2
stream,DRAM_POWER_LIMIT_CONTROL,rb_90,60,50,-1.4,+0.8,+2.3,-0.1,+0.0,+0.1
stream,GPU_CORE_FREQUENCY_MAX_CONTROL,lit_0_4GHz,60,50,-16.2,-15.3,+0.9,-0.0,+0.0,+0.0
